Restaurant ID,Restaurant Name,Review Count,Overall Rating,Price Range,Categories,Coordinates,Address,Phone,Image
chesapeakes-knoxville-6,Chesapeake's,217,,$$,"Seafood,Bars",35.9121527762989 -84.1060622781515,"9630 Parkside Dr Knoxville, TN 37922 ",(865) 851-9088,https://s3-media3.fl.yelpcdn.com/bphoto/tmsI8ZI1WdoXKAq0A1_b1Q/o.jpg
tussie-mussie-knoxville,Tussie Mussie,5,,,"Bars,Southern",35.960501 -83.925766,"1109 White Ave Knoxville, TN 37916 ",(865) 971-4663,https://s3-media3.fl.yelpcdn.com/bphoto/OJraDskk0eVmXFn7-TSPMQ/o.jpg
tako-taco-knoxville,Tako Taco,50,,,"Tacos,Tapas/Small Plates,Bars",35.9711798511447 -83.9202176124506,"235 W Depot Ave Knoxville, TN 37917 ",(865) 545-4625,https://s3-media2.fl.yelpcdn.com/bphoto/vBQxe1FwjWSJvR4NvtgUjg/o.jpg
koyo-knoxville,Koyo,13,,,"Japanese,Cocktail Bars,Wine Bars",35.96331 -83.91941,"416 Clinch Ave Knoxville, TN 37902 ",(865) 253-7400,https://s3-media1.fl.yelpcdn.com/bphoto/O6dOPGzZ5J8WDovyKsAZyg/o.jpg
victors-taco-shop-knoxville-2,Victor's Taco Shop,147,,$,"Mexican,Breakfast & Brunch",35.954645 -83.938442,"2121 Cumberland Ave Knoxville, TN 37916 ",(865) 633-0330,https://s3-media4.fl.yelpcdn.com/bphoto/wjeN8Gqe5OqjoliCQsgBTQ/o.jpg
naf-naf-grill-knoxville-2,Naf Naf Grill,79,,,"Middle Eastern,Salad",35.913528 -84.086464,"126 N Cedar Bluff Rd Knoxville, TN 37923 ",(865) 474-1306,https://s3-media3.fl.yelpcdn.com/bphoto/ra1JD9dPssox3QLjvxADrw/o.jpg
gosh-ethiopian-restaurant-knoxville,Gosh Ethiopian Restaurant,122,,$$,"Ethiopian,Vegetarian",35.9474787809534 -83.9787925554891,"3609 Sutherland Ave Knoxville, TN 37919 ",(865) 544-4475,https://s3-media1.fl.yelpcdn.com/bphoto/aHNVewNJREPFgPpu2wtMkA/o.jpg
kopita-meat-knoxville,KoPita Meat,24,,,Mediterranean,35.96499412817962 -83.91795591829978,"522 S Gay St Knoxville, TN 37902 ",(865) 474-1335,https://s3-media2.fl.yelpcdn.com/bphoto/8O760Ujd7V4gRY8pY5cz1w/o.jpg
d-p-dough-knoxville,D. P. Dough,6,,,"Italian,Pizza,Chicken Wings",35.95596 -83.93488,"1823 Cumberland Ave Knoxville, TN 37916 ",(865) 470-6767,https://s3-media1.fl.yelpcdn.com/bphoto/9yjCEqhiSUkjlNTidbVEJA/o.jpg
marble-city-market-knoxville,Marble City Market,33,,$$,"Bars,Donuts,Burgers",35.97026 -83.92195,"333 W Depot Ave Ste 110 Knoxville, TN 37917 ",(865) 253-7193,https://s3-media1.fl.yelpcdn.com/bphoto/oFfLj6ibWhfHb_KZzPoSdw/o.jpg
smash-mouth-bbq-knoxville,Smash Mouth BBQ,17,,,Barbeque,35.98773333 -84.04191,"6659 Oak Ridge Highway Knoxville, TN 37921 ",(865) 384-0485,https://s3-media3.fl.yelpcdn.com/bphoto/s1LCgiJp_8pWqiHCaYOG2A/o.jpg
cataleya-cantina-knoxville,Cataleya Cantina,49,,$$,"Mexican,Wine Bars,Cocktail Bars",35.90998698426628 -84.09337955801415,"9314 Kingston Pike Knoxville, TN 37922 ",(865) 951-0419,https://s3-media2.fl.yelpcdn.com/bphoto/Ns4x9wYXiUlEgVxbaX9qfg/o.jpg
inskip-grill-knoxville-2,Inskip Grill,117,,,"Breakfast & Brunch,Burgers,Sandwiches",36.027795 -83.928605,"4877 N Broadway St Knoxville, TN 37918 ",(865) 357-1554,https://s3-media3.fl.yelpcdn.com/bphoto/eCyuvWIhyKsuJVTJXLfOpw/o.jpg
jabonis-pizzeria-knoxville,Jaboni's Pizzeria,6,,,Pizza,35.9298149 -84.0326271,"7401 Kingston Pike Knoxville, TN 37919 ",,https://s3-media2.fl.yelpcdn.com/bphoto/dZgUwGUqYyowgz6njzDtxg/o.jpg
zalate-taqueria-knoxville,Zalate Taqueria,44,,,Tacos,36.00545 -84.01932,"102 Stekoia Ln Knoxville, TN 37912 ",(865) 512-9492,https://s3-media3.fl.yelpcdn.com/bphoto/adkd_wsCSmYKPwohaem8Wg/o.jpg
copper-cellar-knoxville,Copper Cellar,168,,$$,Steakhouses,35.9560928344727 -83.9344482421875,"1807 Cumberland Ave Knoxville, TN 37916 ",(865) 673-3411,https://s3-media3.fl.yelpcdn.com/bphoto/DAeOixoIlGZ83LlkXtsbwQ/o.jpg
aladdins-cafe-knoxville,Aladdin's cafe,47,,$,"Mediterranean,Sandwiches",35.93217 -84.024395,"7025 Kingston Pike Knoxville, TN 37919 ",(865) 312-9581,https://s3-media1.fl.yelpcdn.com/bphoto/HCTZN-uzsr5hfjiBiGTqAw/o.jpg
hollys-gourmets-market-and-cafe-knoxville,Holly's Gourmet's Market & Cafe,174,,$$,"Coffee & Tea,Breakfast & Brunch,American (Traditional)",35.9395 -83.988742,"5107 Kingston Pike Knoxville, TN 37919 ",(865) 584-8739,https://s3-media4.fl.yelpcdn.com/bphoto/j1zBV7eXmXjnuJfDmh4nbg/o.jpg
creekside-good-food-knoxville,Creekside Good Food,5,,,"Food Trucks,Tacos",35.95337 -84.07057,"6729 Malone Crk Dr Knoxville, TN 37931 ",(865) 722-7559,https://s3-media4.fl.yelpcdn.com/bphoto/ypm6XQs2gP0rJs0VG693pg/o.jpg
archers-bbq-knoxville-5,Archers BBQ,105,,$$,Barbeque,36.02678 -83.991933,"6714 Central Ave Pike Knoxville, TN 37912 ",(865) 687-2694,https://s3-media3.fl.yelpcdn.com/bphoto/M9jZTpJQtoIxEz_iWM2PTg/o.jpg
ruby-sunshine-knoxville,Ruby Sunshine,411,,$$,"Breakfast & Brunch,Coffee & Tea,Cocktail Bars",35.96564 -83.9203,"37 Market Sq Knoxville, TN 37902 ",(865) 338-9712,https://s3-media1.fl.yelpcdn.com/bphoto/GN1nBtffj5zlsUrs_XmhUQ/o.jpg
surin-of-thailand-knoxville,Surin of Thailand,298,,$$,Thai,35.9325025 -84.0049297,"6213 Kingston Pike Knoxville, TN 37919 ",(865) 330-0007,https://s3-media4.fl.yelpcdn.com/bphoto/iHlohEQqNlMCb8UR7vXoTA/o.jpg
jai-dee-thai-kitchen-knoxville,Jai Dee Thai Kitchen,93,,$$,"Japanese,Sushi Bars,Thai",35.9561768 -83.9323807,"823 Melrose Pl Knoxville, TN 37916 ",(865) 249-7539,https://s3-media4.fl.yelpcdn.com/bphoto/rhA9dmo8gQbM7eB8F4elZw/o.jpg
yassins-falafel-house-knoxville,Yassin's Falafel House,371,,$,"Falafel,Greek,Middle Eastern",35.9625396728516 -83.9190444946289,"706 Walnut St Knoxville, TN 37902 ",(865) 219-1462,https://s3-media4.fl.yelpcdn.com/bphoto/o2TzGWq1N_5HqYl6KcUljQ/o.jpg
pizzeria-nora-knoxville,Pizzeria Nora,33,,$,Pizza,35.9903111983253 -83.9400563389063,"2400 N Central St Knoxville, TN 37917 ",(423) 737-0760,https://s3-media4.fl.yelpcdn.com/bphoto/U9DFmFH6XG-rYb7NiRtKpQ/o.jpg
good-golly-tamale-knoxville,Good Golly Tamale,127,,$,"Vegan,Vegetarian",35.9701243705595 -83.9180341884481,"112 S Central St Knoxville, TN 37902 ",(865) 337-5771,https://s3-media3.fl.yelpcdn.com/bphoto/8fRq9FLge4-fSuSp6MoskQ/o.jpg
bit-burger-knox-knoxville,Bit Burger Knox,63,,$$,"Burgers,Arcades,Sandwiches",35.91144729729777 -84.10033800517306,"151 N Seven Oaks Dr Knoxville, TN 37922 ",(865) 770-0290,https://s3-media2.fl.yelpcdn.com/bphoto/UFzUy8edOWQwTuRP8jbF5g/o.jpg
calhouns-knoxville-6,Calhoun's,432,,$$,"Barbeque,American (Traditional),Bars",35.9590628246472 -83.9158009644181,"400 Neyland Dr Knoxville, TN 37902 ",(865) 673-3355,https://s3-media1.fl.yelpcdn.com/bphoto/BIG06atjehju4XwvCmjryA/o.jpg
olibea-knoxville-2,OliBea,402,,$$,Breakfast & Brunch,35.968295926106435 -83.9176845,"211 S Central St Knoxville, TN 37902 ",(865) 200-5450,https://s3-media4.fl.yelpcdn.com/bphoto/5169bR9kglZnXWKw4kGVjg/o.jpg
chez-guevara-knoxville,Chez Guevara,226,,$$,"Tex-Mex,Tacos",35.926252066418755 -84.04726053073148,"8025 Kingston Pike Knoxville, TN 37919 ",(865) 690-5250,https://s3-media2.fl.yelpcdn.com/bphoto/U0vhuNmD7lMteg7rp-1CfA/o.jpg
aubreys-powell-powell-2,Aubrey's - Powell,144,,$$,American (Traditional),36.0450078772939 -84.0052861719665,"214 E Emory Rd Powell, TN 37849 ",(865) 938-2724,https://s3-media1.fl.yelpcdn.com/bphoto/fn0fCWvkMcALccw6f2LPKA/o.jpg
saloon-16-knoxville-2,Saloon 16,13,,,"American (Traditional),Bars",35.955637 -83.932574,"1706 Cumberland Avenue Knoxville, TN 37916 ",(865) 437-5500,https://s3-media4.fl.yelpcdn.com/bphoto/QqiUjQv8snMqvThFoRMp4g/o.jpg
drakes-knoxville,Drake's,150,,$$,"American (Traditional),Bars,Sushi Bars",35.9253153927405 -84.0336013667058,"242 Morrell Rd Knoxville, TN 37919 ",(865) 474-1188,https://s3-media3.fl.yelpcdn.com/bphoto/hz8CUyjPi3i2lMwdMoQYqA/o.jpg
bistro-by-the-tracks-knoxville,Bistro By The Tracks,139,,$$$,"American (New),Wine Bars",35.9707445 -83.9187664,"123 N Central St Knoxville, TN 37917 ",(865) 558-9500,https://s3-media2.fl.yelpcdn.com/bphoto/zSSLnqXbrg6N8Id-zNT1dQ/o.jpg
its-all-so-yummy-cafe-knoxville,Its All So Yummy Cafe,207,,$,"Cafes,Sandwiches,Ice Cream & Frozen Yogurt",35.9126577 -84.0815355,"124 S Peters Rd Knoxville, TN 37923 ",(865) 769-6539,https://s3-media2.fl.yelpcdn.com/bphoto/_ukZurn4OC41vm7m9_7Q8g/o.jpg
union-jacks-knoxville,Union Jack's,38,,$,"Pubs,Sandwiches",35.9317945121496 -84.0017545223236,"124 Northshore Dr Knoxville, TN 37919 ",(865) 584-5161,https://s3-media3.fl.yelpcdn.com/bphoto/NwIeFB5uHZFa6eNBrT7zVA/o.jpg
windows-on-the-park-knoxville,Windows On the Park,9,,$$,"Breakfast & Brunch,American (Traditional),Buffets",35.9626973 -83.9226652,"525 Henley St Knoxville, TN 37902 ",(865) 522-2800,https://s3-media3.fl.yelpcdn.com/bphoto/sLrEgvietV7Ge8eTdmH3Cg/o.jpg
sokno-taco-cantina-knoxville-2,SoKno Taco Cantina,264,,$$,"Tacos,Pubs",35.9447909257999 -83.890447767427,"3701 Sevierville Pike Knoxville, TN 37920 ",(865) 851-8882,https://s3-media4.fl.yelpcdn.com/bphoto/vJTHjbQ1dpsIdwYR95xhRQ/o.jpg
anaba-japanese-cuisine-downtown-knoxville,Anaba Japanese Cuisine - Downtown,63,,,"Sushi Bars,Ramen",35.96825082042 -83.9203779771924,"131 S Gay St Knoxville, TN 37902 ",(865) 474-1187,https://s3-media2.fl.yelpcdn.com/bphoto/J_K-JftVFkxKS4vnFNdNsA/o.jpg
twisted-mikes-tap-room-knoxville,Twisted Mike's Tap Room,22,,$$,"Sports Bars,Burgers,Pizza",35.930980682373 -84.02685546875,"7125 Kingston Pike Knoxville, TN 37919 ",(865) 212-5619,https://s3-media3.fl.yelpcdn.com/bphoto/xFoeW2OsaFjI808oPq4_XA/o.jpg
jacobs-restaurant-and-grill-knoxville-3,Jacob's Restaurant & Grill,30,,$,"Burgers,American (Traditional),Delis",35.957488 -84.003188,"5307 N Middlebrook Pike Knoxville, TN 37921 ",(865) 584-6671,https://s3-media3.fl.yelpcdn.com/bphoto/6ZDq22eGMXky-lvsz6zE7A/o.jpg
el-tipico-knoxville,El Tipico,70,,$,Mexican,35.95718 -83.98297,"4329 Lonas Dr Knoxville, TN 37909 ",(865) 583-4008,https://s3-media2.fl.yelpcdn.com/bphoto/9atHrbPCNWH3X5d4XkW9mw/o.jpg
burger-boys-knoxville,Burger Boys,74,,$,"Burgers,Chicken Wings",35.9515318044121 -83.9143719424208,"2400 Chapman Hwy Knoxville, TN 37920 ",(865) 577-1705,https://s3-media4.fl.yelpcdn.com/bphoto/hTi-n_fLj05oEpInCryuQw/o.jpg
tandur-indian-kitchen-knoxville,Tandur Indian Kitchen,282,,$$,Indian,35.9313904175287 -84.0102944788337,"6502 Kingston Pike Knoxville, TN 37919 ",(865) 249-7254,https://s3-media2.fl.yelpcdn.com/bphoto/kciGx3JhrAGgrH5BWV8buQ/o.jpg
alice-s-diner-knoxville,Alice’s Diner,9,,,"Cafes,Breakfast & Brunch,Diners",36.01293 -83.92433,"4405 N Broadway Knoxville, TN 37917 ",(865) 394-9396,https://s3-media3.fl.yelpcdn.com/bphoto/ZNFdpGpBwS6bIKbmz2LWqw/o.jpg
the-pint-house-knoxville,The Pint House,23,,$$,"Bars,Burgers,Barbeque",36.0056 -83.97992,"815 Merchant Dr Knoxville, TN 37912 ",(865) 247-4228,https://s3-media4.fl.yelpcdn.com/bphoto/wEK9FQoFcgJSVXnzzr2cUw/o.jpg
bistro-at-the-bijou-knoxville,Bistro At the Bijou,220,,$$,"Vegan,Vegetarian,American (Traditional)",35.9624242381714 -83.916742696833,"807 S Gay St Knoxville, TN 37902 ",(865) 544-0537,https://s3-media1.fl.yelpcdn.com/bphoto/IRs-FzxlUweyr3RfCodjUQ/o.jpg
pokeworks-knoxville,Pokeworks,128,,$$,"Poke,Salad,Sushi Bars",35.942855 -83.978262,"4447 Kingston Pike Knoxville, TN 37919 ",(865) 262-8800,https://s3-media3.fl.yelpcdn.com/bphoto/_7JvAhw6Eyj4Ymd7WENfFQ/o.jpg
south-coast-pizza-knoxville,South Coast Pizza,89,,$$,Pizza,35.9594417568363 -83.9044449978533,"1103 Sevier Ave SE Knoxville, TN 37920 ",(865) 200-5818,https://s3-media2.fl.yelpcdn.com/bphoto/AU0G8SZ83kdfm-FkN6KcxQ/o.jpg
caza-brava-mexican-restaurant-knoxville,Caza Brava Mexican Restaurant,17,,,Mexican,36.00629 -83.98706,"5640 Clinton Hwy Knoxville, TN 37912 ",(865) 548-2420,https://s3-media1.fl.yelpcdn.com/bphoto/04oA9eWn9UWWB9D5zSFbrA/o.jpg
wicked-chicken-knoxville,Wicked Chicken,35,,,"American (Traditional),Chicken Wings,Beer Bar",35.96794 -83.9203,"141 S Gay St Knoxville, TN 37902 ",(865) 544-1491,https://s3-media2.fl.yelpcdn.com/bphoto/zHAXNh1n5ITvYgO84CYZng/o.jpg
frothy-monkey-knoxville,Frothy Monkey,1,,,"Cafes,Coffee & Tea,Sandwiches",35.965730033672166 -83.9187589,"419 S Gay St Knoxville, TN 37902 ",(865) 888-6090,https://s3-media2.fl.yelpcdn.com/bphoto/2GiIzUnwaEarZr0HT241wQ/o.jpg
soul-good-knoxville,Soul Good,7,,,"Soul Food,Southern",35.96831837033984 -83.93771208774844,"1518 University Ave Knoxville, TN 37921 ",(865) 999-5168,https://s3-media3.fl.yelpcdn.com/bphoto/71J1Qyje5UOW97qO-Zbf-w/o.jpg
central-flats-and-taps-knoxville,Central Flats and Taps,189,,$$,"American (New),Bars",35.9819323 -83.9294802,"1204 N Central St Knoxville, TN 37917 ",(865) 247-0392,https://s3-media3.fl.yelpcdn.com/bphoto/likBvhsiHrinICg2WaecVw/o.jpg
osaka-hibachi-and-sushi-knoxville,Osaka Hibachi & Sushi,80,,$,"Korean,Chinese,Japanese",35.9492264 -83.9746933,"3349 Sutherland Ave Knoxville, TN 37919 ",(865) 540-3977,https://s3-media3.fl.yelpcdn.com/bphoto/guJcRh5O-z-eGfzpRktdRQ/o.jpg
holy-land-market-knoxville,Holy Land Market,184,,$$,"Grocery,Middle Eastern,Delis",35.9472312 -83.9786314,"3601 Sutherland Ave Knoxville, TN 37919 ",(865) 525-4659,https://s3-media1.fl.yelpcdn.com/bphoto/iLsP2A3h9-u2EfZtIJyNPw/o.jpg
ichiban-asian-cuisine-knoxville,Ichiban Asian Cuisine,81,,$$,Chinese,35.9054607332768 -84.0196344140362,"7507 S Northshore Dr Knoxville, TN 37919 ",(865) 690-7999,https://s3-media2.fl.yelpcdn.com/bphoto/S1P0ySRDoTu0HLes4qtELw/o.jpg
barberitos-knoxville,Barberitos,39,,$,Tex-Mex,35.9348699 -84.0037399,"215 Brookview Centre Way Ste 101 Knoxville, TN 37919 ",(865) 330-0068,https://s3-media2.fl.yelpcdn.com/bphoto/wnKqfOalTupBmZlsDz_IWA/o.jpg
steamboat-on-central-knoxville,Steamboat on Central,34,,$,"Sandwiches,Delis",35.99048 -83.94094,"2423 N Central St Knoxville, TN 37917 ",(865) 444-1951,https://s3-media1.fl.yelpcdn.com/bphoto/SVKkwoPewm4St44BOUIVxA/o.jpg
asian-hibachi-grill-knoxville,Asian Hibachi Grill,74,,$,"Asian Fusion,Chinese,Malaysian",35.9021686 -84.0226754,"7741 S Northshore Dr Knoxville, TN 37919 ",(865) 539-9888,https://s3-media3.fl.yelpcdn.com/bphoto/PHEKce9Fj68pF6V6E3IvgA/o.jpg
petes-coffee-shop-restaurant-knoxville,Pete's Coffee Shop Restaurant,216,,$,"Coffee & Tea,Breakfast & Brunch,Sandwiches",35.9639518 -83.9207567,"540 Union Ave Knoxville, TN 37902 ",(865) 523-2860,https://s3-media2.fl.yelpcdn.com/bphoto/TjUy0JQrzeT6VP_Sxe2-uA/o.jpg
kopita-authentic-mediterranean-knoxville,KoPita Authentic Mediterranean,113,,,"Vegan,Mediterranean,Kebab",35.96481337245792 -83.91818783429554,"507 S Gay St Knoxville, TN 37902 ",(865) 249-8823,https://s3-media3.fl.yelpcdn.com/bphoto/KtwPQQ-WakKDH-K7yGLTYg/o.jpg
union-place-bar-and-grill-knoxville,Union Place Bar and Grill,39,,,"Sports Bars,American (Traditional)",35.94084 -83.98708,"4884 Chambliss Ave Knoxville, TN 37919 ",(865) 540-6904,https://s3-media1.fl.yelpcdn.com/bphoto/AiXVOm4qnngXUGzheJJ_9A/o.jpg
berts-country-kitchen-louisville,Bert's Country kitchen,3,,,"American (Traditional),Karaoke",35.8497 -83.96327,"4030 Airport Hwy Louisville, TN 37777 ",(865) 268-5620,https://s3-media3.fl.yelpcdn.com/bphoto/dL-B-_CEeSz6boB6n0PtAA/o.jpg
buckethead-tavern-knoxville,BucketHead Tavern,68,,$,"Bars,American (Traditional)",35.923158852866 -84.0484625101089,"8039 Ray Mears Blvd Knoxville, TN 37919 ",(865) 394-9936,https://s3-media3.fl.yelpcdn.com/bphoto/hMEb-Pg74a9DFWNtFvk5ew/o.jpg
chaiyo-thai-and-sushi-bar-knoxville,Chaiyo Thai & Sushi Bar,133,,$$,"Thai,Sushi Bars",35.959541 -83.9293528329405,"601 James Agee St Knoxville, TN 37916 ",(865) 249-8081,https://s3-media3.fl.yelpcdn.com/bphoto/YPZW3H7keqZCdchQ-yp7bA/o.jpg
dulcie-s-cafe-knoxville,Dulcie’s Cafe,9,,,Caribbean,35.989005 -83.897124,"703 N Cherry St Knoxville, TN 37914 ",(865) 805-7663,https://s3-media3.fl.yelpcdn.com/bphoto/uE-9KncKWwAuE_SE-YDhwg/o.jpg
curious-dog-knoxville,Curious Dog,127,,$$,"Hot Dogs,Sandwiches,Beer, Wine & Spirits",35.96928 -83.91952,"200 W Jackson Ave Knoxville, TN 37902 ",(865) 544-9997,https://s3-media1.fl.yelpcdn.com/bphoto/mI8pJr4dF46ERrI8K272FA/o.jpg
monchis-knoxville-2,Monchis,2,,,"Salvadoran,New Mexican Cuisine,Honduran",35.982215 -83.934272,"200 West Woodland Ave Knoxville, TN 37917 ",(865) 347-2173,https://s3-media4.fl.yelpcdn.com/bphoto/czxuFlwzkcV1ldBSgio1Qw/o.jpg
dosbros-fresh-mexican-grill-knoxville-knoxville,Dosbros Fresh Mexican Grill - Knoxville,12,,,Mexican,35.942499 -83.977184,"4405 Kingston Pike Knoxville, TN 37919 ",(865) 249-8396,https://s3-media2.fl.yelpcdn.com/bphoto/lcFWSVvDAWpLyERHKsNiVw/o.jpg
tazikis-mediterranean-cafe-knoxville-knoxville,Taziki's Mediterranean Cafe - Knoxville,92,,$$,"Mediterranean,Greek",35.93261772902633 -84.00284073107358,"6100 Kingston Pike Knoxville, TN 37919 ",(865) 444-0661,https://s3-media4.fl.yelpcdn.com/bphoto/om5UGtHe87ZQ4Uy3YvAHhg/o.jpg
scotties-of-powell-powell,Scotties of Powell,36,,$,American (New),36.0145950317383 -84.0406646728516,"7143 Clinton Hwy Powell, TN 37849 ",(865) 947-9981,https://s3-media1.fl.yelpcdn.com/bphoto/fcUbsX58Gl0CjDHvw3n66g/o.jpg
the-bohemian-restaurant-knoxville,The Bohemian Restaurant,6,,,"American (New),Brewpubs,Mexican",35.975744096508045 -83.9223811518504,"621 Lamar St Knoxville, TN 37917 ",,https://s3-media4.fl.yelpcdn.com/bphoto/N1IzUiXvArBuA-AiNkatLg/o.jpg
soirée-knoxville-2,Soirée,2,,,"French,Personal Chefs",35.9693066488362 -83.919592089951,"204 W Jackson Ave Knoxville, TN 37902 ",(865) 232-5419,https://s3-media3.fl.yelpcdn.com/bphoto/kQdGJI3sZ68rH4K5HEDi8g/o.jpg
bida-saigon-knoxville-2,Bida Saigon,320,,$,Vietnamese,35.9229926146895 -84.0498430042297,"8078 Kingston Pike Ste 165 & 167 Knoxville, TN 37919 ",(865) 694-5999,https://s3-media2.fl.yelpcdn.com/bphoto/dRDlxLXR9m6dNy6ohyfraA/o.jpg
golden-garden-chinese-restaurant-knoxville,Golden Garden Chinese Restaurant,63,,$,Chinese,35.9804574266668 -84.0149744250846,"5737 Western Ave Cumberland Estates Shopping Center Knoxville, TN 37921 ",(865) 588-5517,https://s3-media2.fl.yelpcdn.com/bphoto/cUD-ENxMh-Q3D6mWKnygfg/o.jpg
kings-wings-n-things-knoxville,KING'S WINGS N' THINGS,3,,,Chicken Wings,35.98358437872282 -83.89335250286653,"2816 E Magnolia Ave Knoxville, TN 37914 ",(865) 253-7734,https://s3-media2.fl.yelpcdn.com/bphoto/qhu3fOwicLxNuzmmEvaIBQ/o.jpg
ale-rae-s-gastro-pub-and-coffee-bar-knoxville,Ale’ Rae’s Gastro Pub and Coffee Bar,2,,,"Gastropubs,Coffee & Tea,Beer Bar",35.980867332521164 -83.92362113783719,"937 N Bdwy Knoxville, TN 37917 ",(865) 924-2426,https://s3-media2.fl.yelpcdn.com/bphoto/vpJfWLHBG7s4OtHzUWt9DA/o.jpg
dragon-den-knoxville,Dragon Den,109,,$,"Chinese,Sushi Bars,Japanese",35.9021 -84.12296,"10205 Kingston Pike Knoxville, TN 37922 ",(865) 691-4529,https://s3-media4.fl.yelpcdn.com/bphoto/NG4joHCTMJoaRO9o1EXziQ/o.jpg
altrudas-knoxville-2,Altruda's,182,,$$,Italian,35.9134331 -84.0822601,"125 N Peters Rd Knoxville, TN 37923 ",(865) 690-6144,https://s3-media1.fl.yelpcdn.com/bphoto/mt2MISZm1-aW-JrdNBCnXA/o.jpg
anaba-japanese-cuisine-northshore-knoxville,Anaba Japanese Cuisine-Northshore,175,,$$,"Sushi Bars,Ramen",35.8641 -84.06415,"9405 S Northshore Dr Knoxville, TN 37922 ",(865) 531-2363,https://s3-media3.fl.yelpcdn.com/bphoto/KUrpMi7vq7CIVV9pRli8eQ/o.jpg
big-kahuna-wings-west-town-knoxville-2,Big Kahuna Wings - West Town,115,,$$,Chicken Wings,35.92525 -84.0422751,"7804 Montvue Center Way Knoxville, TN 37919 ",(865) 337-7463,https://s3-media1.fl.yelpcdn.com/bphoto/98P5XFGCcrGy6G8hpmlcIg/o.jpg
cazzys-corner-grill-knoxville,Cazzy's Corner Grill,127,,$$,"American (Traditional),Diners,Bars",35.857013 -84.079332,"2099 Thunderhead Rd Knoxville, TN 37922 ",(865) 694-6311,https://s3-media4.fl.yelpcdn.com/bphoto/ckdw-CZk3FpdZQTOcXiSVQ/o.jpg
aroma-indian-kitchen-knoxville,Aroma Indian Kitchen,61,,$$,Indian,35.913091 -84.086794,"138 N Cedar Bluff Rd Knoxville, TN 37923 ",(865) 474-9847,https://s3-media2.fl.yelpcdn.com/bphoto/5N8dzVYmE5SRh6p1bimgPw/o.jpg
the-tomato-head-knoxville-2,The Tomato Head,240,,$$,"Sandwiches,Pizza,Salad",35.9289368874922 -84.0307081195099,"7240 Kingston Pike Ste 172 Knoxville, TN 37902 ",(865) 584-1075,https://s3-media3.fl.yelpcdn.com/bphoto/s22GAvNAnPNPK7guBVVkiw/o.jpg
downtown-grill-and-brewery-knoxville,Downtown Grill & Brewery,461,,$$,"American (Traditional),Breweries",35.9656944274902 -83.9181289672852,"424 S Gay St Knoxville, TN 37902 ",(865) 633-8111,https://s3-media2.fl.yelpcdn.com/bphoto/281uUp8qTROj7O9n9j2lXg/o.jpg
bravo-italian-kitchen-knoxville,Bravo! Italian Kitchen,144,,$$,"Italian,Cocktail Bars,Pizza",35.93243902655743 -84.0086544957333,"106 Major Reynolds Pl Knoxville, TN 37919 ",(865) 584-5510,https://s3-media2.fl.yelpcdn.com/bphoto/nrhmPjOCZ1YlWh29Fh7i0Q/o.jpg
calhouns-knoxville-3,Calhoun's,136,,$$,"Barbeque,American (Traditional)",35.93253 -84.01194,"6515 Kingston Pike Knoxville, TN 37919 ",(865) 673-3377,https://s3-media2.fl.yelpcdn.com/bphoto/l0KRWzVdkbNWHyy5u97gcA/o.jpg
wild-wing-cafe-powell-2,Wild Wing Cafe,154,,$$,"Cafes,Chicken Wings",36.04409627 -84.00825434,"119 East Emory Rd Powell, TN 37849 ",(865) 339-4444,https://s3-media2.fl.yelpcdn.com/bphoto/Z5XGa9Uh80zLuwIANmrAag/o.jpg
penne-for-your-thoughts-knoxville,Penne for Your Thoughts,18,,$$,"Food Trucks,American (New),Italian",35.862034 -84.0660786,"9430 Northshore Dr Ste 104 Knoxville, TN 37922 ",(865) 766-5817,https://s3-media2.fl.yelpcdn.com/bphoto/0HnXxzYaEmD5h91hGpV97g/o.jpg
wrights-cafeteria-knoxville,Wright's Cafeteria,13,,$,American (New),35.95736 -84.0035599,"5403 N Middlebrook Pike Knoxville, TN 37921 ",(865) 588-2040,https://s3-media1.fl.yelpcdn.com/bphoto/nFDnHP9y55MVpeigzXjwKQ/o.jpg
the-shrimp-dock-bearden-knoxville,The Shrimp Dock - Bearden,61,,$$,"Seafood Markets,Seafood,Sandwiches",35.9382594446538 -83.9889594787226,"5210 Kingston Pike Knoxville, TN 37919 ",(865) 558-1237,https://s3-media1.fl.yelpcdn.com/bphoto/g1KbBa51ukzGTE6iQMJG6w/o.jpg
bonefish-grill-knoxville-2,Bonefish Grill,117,,$$,Seafood,35.93106502018476 -84.01255260061168,"6610 Kingston Pike Knoxville, TN 37919 ",(865) 558-5743,https://s3-media2.fl.yelpcdn.com/bphoto/D5Ln4bwOeaXL5iTElcUarg/o.jpg
first-watch-knoxville-7,First Watch,231,,$$,"Breakfast & Brunch,Cafes,American (Traditional)",35.93129 -84.00998,"6474 Kingston Pike Knoxville, TN 37919 ",(865) 249-8795,https://s3-media2.fl.yelpcdn.com/bphoto/RU-DE_dEhwEaWBxwxa-AEA/o.jpg
sweet-ps-uptown-corner-knoxville,Sweet P's Uptown Corner,14,,,Barbeque,36.02747802215656 -83.92271284013987,"3029 Tazewell Pike Knoxville, TN 37918 ",(865) 437-3974,https://s3-media4.fl.yelpcdn.com/bphoto/vMpS7fPYcFrsCw-09P3BRQ/o.jpg
