Restaurant ID,Author Name,Author City,Review Date,Review Rating,Review Content
stock-and-barrel-knoxville,Randy d.,"Reston, VA",1/13/2015,5.0,"Stopped in before a Vols game.  Service was very good. Waitress was attentive but not overbearing. The burgers were EXCELLENT!  I had the ""Farmhouse"" burger with the fried egg cooked hard. Both the egg and the burger came out exactly as ordered.  I chose the onion rings as my side and they were awesome -- lightly battered and crazy fresh/made to order.  We had the fried pickle appetizer as well and they were great. Unfortunately, we had no room for dessert after these burgers but I'm sure it would have been great.  The night we were on the Square, the only restaurant that had them lined up at the door was the Stock & Barrel.  That tells 'ya something."
stock-and-barrel-knoxville,Jacob A.,"Brentwood, TN",6/9/2015,5.0,"ABSOLUTELY one of the best burgers my dad and I had ever eaten. The buns are perfect, the toppings are all fresh, and the service was phenomenal. The only issue was the time to get my food out was longer than expected. I attribute that to my order of the Elk burger (on item that wasn't on the menu that particular day but can be asked for if they have the meat). Overall a great experience and have already recommended it to many other people. I look forward to eating there again."
stock-and-barrel-knoxville,Ben C.,"Denver, CO",4/22/2015,5.0,Unreal burgers and a booze list that will blow your mind. I ordered the elk burger and had the craft bourbon flight. A pricey meal but the best I've had in ages.
stock-and-barrel-knoxville,Jess F.,"Vancouver, Canada",7/22/2015,5.0,These are literally the best burgers I've ever had in my entire life. The buns are also sooo gooood. Been there twice on my travels to Knox. Fries are delicious too. Love that they have whisky flights.
stock-and-barrel-knoxville,Donna B.,"Dagsboro, DE",10/2/2017,5.0,Excellent!! Had the black and blue burger with duck fries. The beef was so tasty with a very fresh bakery bun. The bacon was not the typical. It was clearly locally sourced. Freshly made blue cheese fondue on top. Scrumptious !! Also had the cheddar pimento cheese dip. Great spice with a very flavorful jam on top. All was attractively served by very friendly staff! Can't wait to go back!!
stock-and-barrel-knoxville,Audrey C.,"Knoxville, TN",10/17/2014,5.0,"The black and bleu burger is my favorite burger in Knoxville. I've also had the heirloom tomato, cucumber and feta salad and it was fabulous. The peanut butter pie is wonderful but SO FILLING I would actually recommend it as an entree for the vegetarians of the world. Even their fries are worth the calories. The portion sizes are pretty huge but the prices are good. I recommend splitting an entree with a friend for maximum satisfaction. The staff is great, I have no complaints. The bourbon shots are boring (because it's just whiskey, duh) but they make do a good manhattan."
stock-and-barrel-knoxville,Kaitlyn P.,"Nashville, TN",4/12/2015,5.0,"I've never tried anything that I didn't absolutely love. From the Farmhouse to the Elvis, you can't go wrong! oh, and the duck fries are a must try."
stock-and-barrel-knoxville,Jenna W.,"Knoxville, TN",1/29/2016,2.0,"Meh. I think because this place was talked up so much, I had super high expectations. The food was good, service was good, but nothing spectacular. The atmosphere is fun for a date night but not a place for kiddos."
stock-and-barrel-knoxville,Christopher M.,"Newton, NJ",9/19/2017,4.0,"Best burger I've had in a while. Friendly service, not terribly fast, but understandable as they were very busy. I would give it five stars but our table wasn't cleaned properly and was very sticky."
stock-and-barrel-knoxville,Jay S.,"Knoxville, TN",4/19/2016,4.0,GREAT food and atmosphere! Excellent bourbon selection and house cocktails!
stock-and-barrel-knoxville,Will B.,"Champaign, IL",1/17/2016,5.0,"I still contend that this is one of the best burgers I have ever eaten in my life. I got a bison burger with some other trimmings and it was to die for. The excellent draft beer that I had along side it definitely didn't hurt, either. The wait time is typically 1+ hours but if you're willing to wait, I can almost guarantee it will be worth it. Go explore some shops in the mean time and come back with your appetite because you will need it!"
stock-and-barrel-knoxville,Helen P.,"Knoxville, TN",1/15/2018,5.0,Honestly was not a big fan of burgers before trying this place out! It was really good and the service was great.  I would recommend it to any friend making a trip to Knoxville.
stock-and-barrel-knoxville,Alex A.,"Knoxville, TN",1/9/2016,5.0,We use to visit Stock and Barrel quite frequently when we lived in Knox. It is outrageous! Every single item we ordered was out of this world. The beer and whiskey selection was always top notch. The burgers hit the spot every time! We will come back when in town again.
stock-and-barrel-knoxville,Brittany C.,"New Tazewell, TN",8/23/2014,2.0,"Summary: hand patted meat with no seasoning, cooked inconsistently and served on a soggy bun. Accompanied by greasy fries and onion rings. Mediocre service. I would've given them one star but my bourbon was good and the duck confit fries were ok. Will NOT go back, especially at an average wait of an hour and a $40 check for subpar burgers. We have been so excited to eat at stock and barrel since it opened but after eating there tonight, I'm sorry to say we'll never be back. On numerous occasions, we've stopped in to see what the wait was and it's always been at least an hour and the bar was packed so we decided to go elsewhere. Tonight, we were prepared to wait an hour but there were 2 seats at the bar so we snagged those. I ordered a bourbon and the husband ordered a sweet tea but was served unsweet. We placed our food order with the bar tender who didn't write it down, which was where this disaster meal started going off course. I had the classic bacon burger with onion rings and he ordered the blue cheese burger with the duck confit fries. When we realized he hadn't asked us how we wanted our burgers cooked, we flagged him down and he said the standard is medium. Our food didn't take long to arrive, but we were sorely disappointed with it all. I had ordered no pickles because I'm not a fan of sweet pickles, but low and behold the waiter, who thought he could remember everything hadn't rang it in the way I ordered it. So I began by picking off the sweet pickles and noticed how soggy my bottom bun was. After the first few bites, I went looking for the aged cheddar cheese that was supposed to be on there. I couldn't taste it at all, but there was a thin piece of cheese melted over the burger.  My burger was bright red in some spots (med rare at best) and pink in others and continued to fall apart as I made my way through it. The onion rings left a puddle of grease on the paper they were on. My husband's burger was cooked medium well with no taste of blue cheese...maybe because the server, who again failed miserably to ring in our order from memory, gave him a steakhouse burger. He said it was a blue cheese burger but we're still not sure what he got. The meat did appear to be hand patted and fresh but was not seasoned at all. His duck confit fries were ok but also very greasy. We should've complained but were never even asked how our meal was or how everything tasted. I wanted to like stock and barrel so much, but it does not merit all the positive reviews and is certainly FAR from the best burger in Knoxville. OVERRATED. We will not be back."
stock-and-barrel-knoxville,Kara I.,"Louisville, TN",1/2/2016,4.0,Great burger joint!  I ate the hurt locker which was delicious!  The pimento cheese and fried green tomato were perfect compliments to the burger.  Everyone in our party enjoyed their burgers and beer.  We sat at the bar and received stellar service from Al.  He made the whole experience fun!
stock-and-barrel-knoxville,Krista G.,"Kodak, TN",1/1/2016,5.0,"Best burgers around! Hurt locker is amazing (has home made pimento cheese.!) *this place is TINY* expect to sit very close to strangers. *not kid friendly due to size,no kid menu* don't even try to take a stroller in!!!Other than that, just want to add, they have the best goat cheese ever. I don't like it normally, but theirs is on point."
stock-and-barrel-knoxville,Nick H.,"Knoxville, TN",5/6/2015,4.0,I absolutely love bourbon...this place has quite a selection. We love their unique burgers. Their elk burger or the bison burger at medium rare is amazingly tender and flavorful.  We also love the duck confit fries!!! OMGoodness!!!! With the Parmesan cheese on top...amazing!  Pair this with a nice Hudson Four Grain Bourbon or something of your personal liking...you will not be disappointed. Plus they do have gluten free buns and gluten free options.
stock-and-barrel-knoxville,Joshua W.,"Chicago, IL",4/30/2015,5.0,"Very good! Easily the best restaurant I tried while I was in Knoxville. Make sure you make a reservation beforehand because they get very busy. If you can't get a table right away, you can always just hit up one of the bars in Market Square while you're waiting. That's what I did. Well worth the wait!"
stock-and-barrel-knoxville,Sarah G.,"Knoxville, TN",4/25/2015,5.0,"Stock & Barrel is the go-to place in Knoxville for great burgers.  When people come in from out of town we usually take them to Stock & Barrel and to see Market Square, and when they come back to visit they always want to go again.  If you're a bourbon lover, this is also the place for you as they have a huge selection. A few tips - you have to try the Duck Confit fries.  They are wonderful and not something you can get just anywhere.  They come in a big portion with your burger though - so often one of us will get the duck fries and another the onion rings because they are amazing as well.If you like fried eggs, definitely go for the Farm House.  I also love the Black & Bleu or anything with the Garlic Aioli.One last tip - there is usually a wait but now they are on an app that can get you in line ahead of time called NoWait.  We normally put our names in on the app when we leave the house and then can go right in when we get there.  You can also put your name in once you arrive and then walk around Market Square - they will text you when your table is ready so that gives you the freedom to go wherever."
stock-and-barrel-knoxville,Thao T.,"Hendersonville, TN",4/23/2015,5.0,"Beautiful bar, love the decor. The burgers are REALLY good, as everyone says. GET THE DUCK FRIES. I have dreams about these fries, they're so greasy and delicious. The mac n cheese is so-so... oh well. It's always super crowded and loud whenever I go, but the food is really worth it."
stock-and-barrel-knoxville,Ben C.,"Denver, CO",4/22/2015,5.0,Unreal burgers and a booze list that will blow your mind. I ordered the elk burger and had the craft bourbon flight. A pricey meal but the best I've had in ages.
stock-and-barrel-knoxville,Jason H.,"Knoxville, TN",4/21/2015,5.0,"I am raising my review based on how the owner handled our previous visit, and how our experience was the second time we visited. After reading my review, the owner reached out to me personally, apologized, and gave us a gift certificate so we could try them again. He made no mention of reviewing them again or anything, it was just an apologetic gesture. He even asked us to describe the waiter so he could take corrective action. The second time we visited was a much better experience. We had ordered take out. As soon as I walked in, they lead me to the bar where they had my food ready. The bartender was polite and we had a friendly conversation as he rang up my order. The hostesses opened the door for me on the way out, smiled, and wished me to have a good day. Everyone was friendly, and the food was still amazing!"
stock-and-barrel-knoxville,Jason H.,"Knoxville, TN",3/21/2015,2.0,"The food? Amazing. Probably the best burger I have ever had.  No joke. The. Best. Atmosphere? Okay, but cramped. Also, very loud. I could barely hear the person sitting across from me at my table. Loved the brick walls, the lighting, and the decor, however. Bathrooms? Dirty. The staff? Here we come to the reason for my low rating. The waiter was one of the worst I've ever had at any restaurant. We walk in, carrying our 10-month-old, and the waiter doesn't even ask us if we want a high chair. After we ordered our drinks, we asked for a high chair. The waiter literally rolled his eyes and sighed, and without a word he walked away and grabbed a high chair for us.After he finally came to take our food order, we almost never saw him again. I think only one of us ever got a refill the entire meal. We had to flag him down and stop him from walking by us to ask for some extra napkins, which resulted in more rolled eyes and sighs. It's a shame, really. This had the potential to be one of our favorite restaurants, but now we will likely never visit again."
stock-and-barrel-knoxville,Martín G.,"Sacramento, CA",4/20/2015,5.0,"The best burger I have ever had, and I am a burger fan. I had the Farmhouse Burger. Simply amazing! The selection of Whiskeys and Bourbon is superb. I am here for 4 days, and at least 2 of my dinners have been here... so far. Go and enjoy the best burger ever!"
stock-and-barrel-knoxville,Michael M.,"East Berlin, CT",4/19/2015,5.0,The duck Condit fries are without any doubt in my mind the best fries I've ever had the pleasure of experiencing. Absolutely wonderful food and attentive services makes this place easily a 5. Trust the servers burger recommendation. You won't be disappointed.
stock-and-barrel-knoxville,Bryan M.,"Knoxville, TN",4/17/2015,4.0,"The place was very crowded when we went (it was a Saturday), but the wait didn't seem that long because there was a band playing in Market Square.  They actually have a pretty good beer menu, and the food was great!  I would recommend getting the Spicy Crab Dip as an appetizer, but get two because you won't want to share!"
stock-and-barrel-knoxville,Dimitra S.,"Rockford, TN",4/14/2015,5.0,"If you love burgers this is your place. We have eaten here several times and are never disappointed. The atmosphere is fun, very small, and tonight's waiter- Hunter- was especially exceptional. Try the Billy burger, the elk burger and definitely the duck confit fries."
stock-and-barrel-knoxville,Ashlyn R.,"Renton, WA",10/30/2017,4.0,"Amazing burgers and extremely friendly staff. Not too pricey for the location, food, and service. A little cramped inside, but outdoor seating is fine."
stock-and-barrel-knoxville,Davin E.,"Knoxville, TN",10/30/2015,4.0,"I have always got setted quickly, the servers have been nice and the bottom line, the food is great.  Even if you are a vegitarian, you can get a bean burger that is top of the line. Enjoy"
stock-and-barrel-knoxville,Sean F.,"Brockton, MA",10/24/2017,5.0,"Best burger ever! Great food, great selection of Bourbon. A little small inside, but def worth the wait."
stock-and-barrel-knoxville,Deana P.,"Cincinnati, OH",10/15/2017,5.0,"Absolutely BEST burger. Period. We drive from Cincinnati to eat with family here, then head back. Appreciate the gf buns. Exceptional local beef from Mitchell's Farm."
stock-and-barrel-knoxville,Kelly G.,"Knoxville, TN",6/12/2015,5.0,"Oh...my...goodness, so if you've never eaten at Stock & Barrel then this is a MUST for anyone in the Knoxville area! The elk burger was the juiciest, most savory burger I have ever put in my mouth, and the whiskey is the best palette cleanser you can find in Market Square :-)  Go check it out for yourself!"
stock-and-barrel-knoxville,Matt T.,"Livermore, CA",2/8/2017,5.0,"amazing burgers and shakes.  onion rings are top notch, duck confit fries are great too.  Excellent whiskey selection with a handful of quality craft beers too.  Only complaint is we ordered our food and drinks at the same time, and our drinks came after the food arrived."
stock-and-barrel-knoxville,Addie A.,"Powell, TN",10/7/2017,5.0,"Came by on a whim with some friends before a show. I wasn't sure that I would find much to eat as I don't eat meat, but was delighted by the veggie burger options, and doubly delighted when our kind server offered a different setup for my burger that I hadn't realized I could get! It's the little things. Our drinks were always full- beer and water alike, and the service was quick, all the while still very friendly. My boyfriend loved his meal (the Bernie) and our friends were definitely happy as well. We all shared some friend pickles before our burgers that were insane. I wish I had caught our server's name. She had a structural formula of a chemical compound tattoo on her left forearm (I believe), and was blonde. She was really a pleasure, and great at her job. Thanks for a marvelous experience!"
stock-and-barrel-knoxville,Michael T.,"Destin, FL",8/4/2014,5.0,Best food ever nothing negative to say. Make sure when in Knoxville stop in and see Al  the bartender. All the Staff are Awesome and very Friendly. Will defiantly be back
stock-and-barrel-knoxville,Avi T.,"Knoxville, TN",12/30/2015,5.0,"Mouth-watering burgers that are so good-- you'll have a difficult time selecting just one.  I'm serious.  Three friends and I went there and each ordered a burger... then we cut them into quarters when they arrived.  I don't normally eat the bun on burgers, but this one is too good to leave behind!  Go hungry-- leave happy! TIP:  Male sure to call ahead for reservations.  The wait-- especially on weekends-- can be quite long!"
stock-and-barrel-knoxville,Shalynn H.,"Downtown, Los Angeles, CA",3/14/2015,4.0,"The ""Free Bird"" burger was ok.  We love turkey burgers and try them all over.  The burger almost tasted frozen even though they told me it was not.  The bloody Belle drink was outstanding and we received excellent service."
stock-and-barrel-knoxville,A. L.,"Knoxville, TN",6/30/2014,5.0,"Everything I have had here is excellent, and I love that the food is locally sourced (though I'm unsure if it's just the meat and bread or everything). The ketchup tastes homemade, but again I'm not sure. The grilled chicken sandwich was really tasty, but the chicken was kind of dry. Maybe marinate it overnight in buttermilk or pound it out a little."
stock-and-barrel-knoxville,RiShay T.,"Knoxville, TN",9/28/2015,4.0,"Always highly satisfied with the quality of food, preparation, and customer service. This is truly the best burger joint in the south east and never disappoints. Thanks, Stock 'n Barrel, you 'da best!"
stock-and-barrel-knoxville,Kelley S.,"North Myrtle Beach, SC",9/26/2015,5.0,"The BEST burgers in Knoxville, and probably the universe. So many choices that you will have to come back again and again. The fries are also incredible. I hear the salads are good but I can't stay away from the burgers. Don't miss out!"
stock-and-barrel-knoxville,Kayla W.,"Morristown, TN",9/24/2017,4.0,Really good food! Especially the pimento cheese. We went on a Friday night and the place was packed as they only have 19 tables. They told us it would be a one hour wait but ended up calling us after 20 minutes. Then proceeded to seat us outside even though we specified an indoor table. Staff was really nice and attentive.
stock-and-barrel-knoxville,Kelly M.,"Knoxville, TN",5/22/2015,5.0,"I'm not really a burger guy, and it's not something I usually crave, but the burgers here are amazing and sometimes I DO crave a burger from here.  Maybe the best burgers I've ever had in any city.  The ""Hurt Locker"" is fantastic and the ""Buffalo Burger"" it also great and not at all what you might expect it to be.  The only downside? It's not a secret that it's so good.  The wait times are often 2 hours, but hey, that's the price you pay for something so good."
stock-and-barrel-knoxville,Mel E.,"Knoxville, TN",9/16/2015,4.0,"Great place to get a burger!  The sandwich was huge and the fries were super tasty!  The atmosphere was everything the name suggests!  It is all about the whiskey/bourbon (of which I am not a fan, but my hubby is)."
stock-and-barrel-knoxville,Shannon W.,"Concord, NC",2/4/2014,5.0,"This was recommended by a friend. Definitely worth the wait. We waited nearly an hour to get in. It is rather small and crowded, but yummy.  Clean atmosphere, bar scene at night.  I had ordered the lamb burger and my husband ordered a regular burger. They were the best we've ever had. The lamb burger was really juicy and full of flavor!  They were rather messy, but oh so good!  Their fries are fried in duck fat which gives them a great flavor.I ordered a pumpkin drink which was smooth and yummy!  They make it with Pumpkin moonshine and  vanilla vodka. I tried to make it at home, which was not nearly at good as at the restaurant. I would recommend getting their early or calling ahead to see if they are busy. They have cell phone alerts to tell you when your table is about ready, which was great. We walked around Market Square and visited the sites / stores as we waited. We went while they had the ice skating in the middle of the square and people watching was fun.This restaurant is definitely on my top 10 list for burgers!! Definitely get there early and try the lamb burger. SO very worth it!"
stock-and-barrel-knoxville,Alyson C.,"Washington, DC",5/5/2017,4.0,Solid burgers.  A lot of people seem to think so - it gets quite crowded during week-day lunch hours.  So plan on coming early to avoid the wait!
stock-and-barrel-knoxville,Emily C.,"Baldwinsville, NY",8/31/2017,5.0,"This was a great experience-- the restaurant had a modern vibe, but had all kinds of customers. It was nice to have a small menu with unique choices. Everyone's meals were great, the place was clean, and the service was impeccable. Our waitress was on top of her game and kind, even though it was closing time. The other staff members were friendly too. Definitely a place you want to go to if you like trying out different burgers (or classic ones too)!"
stock-and-barrel-knoxville,Kelly C.,"Jacksonville, FL",8/29/2015,5.0,"The burgers come out hot! The ingredients taste fresh! Our server was genuine and chill! The Hurt Locker is a juicy, delicious mess! The Dead Head is clean tasting with fresh ingredients. Wow. And the duck fries. Yum."
stock-and-barrel-knoxville,Cal D.,"Murfreesboro, TN",1/25/2014,3.0,"Well, this is our first visit and it's late in the evening, likely after a weekend rush. I ask for what's on tap and I'm directed to the list on my table. Fair enough, but when I chose a brew the server brought me a bottle of it and not a pint. O_o She then asks if we're ready to order and asks how I'd like my burger. I request it ""medium"" but it comes out ""well"". *smh* I recommend the place but just double-check behind your server. I could give a better rating save these two blunders. Cautious dining, foodies."
stock-and-barrel-knoxville,Karly B.,"Vancouver, WA",11/9/2014,5.0,"Listen y'all....this place is awesome.  In Knoxville for one night and wanted something laid back but tasty.  This definitely fits the bill!I ordered the Hurt Locker burger with onion rings and they both were perfection.  They've got this pimento cheese that rocked my world, and let me tell you that is saying something - I'm a Wisconsin native!!  As for the drinks, well I'm not a bourbon girl but their inventory is impressive.  I watched some fantastic-looking cocktails crafted before my eyes; carrying on the restaurant's mission of serving house-made fare.As far as service goes, I did have to wait a bit for dessert (fried Apple pie with THE flakiest crust ever!), but the staff was happy to check on it and never once wavered in being friendly or attentive despite being crazy busy.  So squeeze yourself into a spot at the bar and chat with the locals, or wait a few minutes to be seated.  Either way, you're going to get great food and drink at a reasonable price.  You can't go wrong!"
stock-and-barrel-knoxville,Ian G.,"Knoxville, TN",9/23/2014,4.0,"Consistently great burgers. You can taste the high quality. Not many sides but they're all good, and fresh. Service always top notch. The seating is pretty tight and limited and not very comfortable (no cushions). We like this restaurant and continue to come back. Best burger I've had in Knoxville, no other burger even close... why 4 stars instead of 5 then?.... just such a tight crowded uncomfortable atmosphere..."
stock-and-barrel-knoxville,Kate S.,"Williamsburg, VA",7/29/2017,5.0,Probably one of the best restaurants in Knoxville. Even when it's busy our food comes out at a very decent time. Hot too! The waitresses are always very friendly and attentive. Definitely recommend giving it a try!
stock-and-barrel-knoxville,Miranda W.,"Denver, CO",1/1/2017,5.0,We had great service. The vibe is very hip even though the restaurant is small. I had the salmon burger and tomato salad. Both were delicious and a great match together. I also had a Smores milkshake. It tasted more like a frosty than Smores but it was okay. It was kind of small for $5.
stock-and-barrel-knoxville,Emily B.,"Knoxville, TN",11/6/2016,3.0,"I got the farmhouse burger here and it was my first time visiting. I mean, the farmhouse burger was good but it wasn't like I was about to stand up flip my table over and shout to the world how my mouth is burning of deliciousness. I had heard tons of great things about this place, but I feel like it was because people had ordered their wacky burgers. I personally don't like blue cheese or pimento cheese and that was like the majority of cheeses on the burgers. And yes I'm sure you're asking ""well why didn't you ask for it without that?"" well..because then it wouldn't have been same in terms of the flavors they were attempting the mesh together and I wanted something whole for my first time. I don't know why they have blue cheese over everything anyways...they need to have more variety of cheeses with other flavors. Anyways, the only thing that I actually thought was really good was the bacon on the burgers. I've never had bacon that good on a burger. All 3/5 because the bacon was great and it seemed like it had potential, but it didn't hit the spot for me."
stock-and-barrel-knoxville,Wayne C.,"Walnut Creek, CA",8/23/2016,4.0,"BURGERS GALORE It's my understanding that all the ground beef served here is from Mitchell Family Farm in Blaine, Tenn., and that Emilia (right across Market Square) and nearby Knox Mason (both outstanding in their own right and operated by Knoxville's top chef ---to date--- Matt Gallaher) purchase their high end beef cuts from the same farm, thus allowing Mitchell's to butcher 3 cows a week these days, up from 2 not so long ago. Everyone benefits, especially the restaurants' customers since Mitchells is widely regarded as the top producer of pasture fed hormone free beef in these here parts. Since the beef needs to be cooked and served in a delicious fashion, kudos to the Stock chef. His 'Merican, with American cheese, tomato, red onion, mayo, greens and house pickles, served on a specialty flour dusted bun from Flour Head Bakery in Knoxville, is as good of a burger as I've ever had. And do get onion rings as a side . . . they're a must! Stock & Barrel is small and much loved so expect a wait if you don't go early and they don't take reservations."
stock-and-barrel-knoxville,R B.,"Knoxville, TN",6/28/2015,5.0,I'm a big fan. The buorbon selection is great. The burgers are incredible.
stock-and-barrel-knoxville,Boyd W.,"Madisonville, TN",9/23/2015,5.0,"This company is the best in the area for cleaning carpets.  We are very pleased to have non crunchy carpets. The owner of this business came to do the estimate and is also the person who cleaned our carpets.  You could not ask for a nicer man.  He was so polite, professional and gracious.  Our carpets are so, so soft and not crunchy/stiff like they have been in the past.  They are also supper clean and soft to this day (two months out).  Do yourself a favor and have your carpets cleaned by by Quick Dry in Athens........you will be so glad you did."
stock-and-barrel-knoxville,Mary B.,"Knoxville, TN",6/20/2015,4.0,"One of the best burgers in Knoxville-- well, really in the world."
stock-and-barrel-knoxville,John M.,"Los Angeles, CA",2/15/2015,5.0,"The Bison burger is one I've had a few times now and liked. Last night tried the elk burger (special) and salmon burger and both were good. Everyone always likes the duck fries, too. Best part about this place though is locally sourced foods."
stock-and-barrel-knoxville,Luke S.,"Denver, CO",3/10/2014,5.0,Great vibe and the Farmhouse burger was one of the best burgers I've had in a long time.
stock-and-barrel-knoxville,Chris D.,"Cleveland, OH",9/24/2014,4.0,"Excellent burger! Meat was tasty, I really dig the bun and bacon. The onion rings were good, not great. Coworker had the buffalo burger was raving about it. Sat at the bar and got great service."
stock-and-barrel-knoxville,Jason G.,"Knoxville, TN",9/20/2014,5.0,"Delicious! Had a wonderful bourbon, opa! Cheese app, duck confit fries, and the best burger in Knoxville! Love the decor, service, extensive inventory of bourbon, but the food is the star."
stock-and-barrel-knoxville,Clay W.,"Mandeville, LA",11/4/2014,5.0,A great experience. Great waitress and the choice of whiskey is great. I had a pilsnwr beer and knob creek 100 proof on 1 ball ice (don't know how to say it lol)
stock-and-barrel-knoxville,Cody F.,"Knoxville, TN",1/31/2014,5.0,"I have eaten here several times and each time I visit I get more and more impressed. I've never ordered a thing from the menu I wasn't exceptionally happy with. This is the best place for burgers in town, hands down. I highly recommend the farmhouse but do not glaze over when they read the specials, they're excellent as well (the El Flama Blanca special blew me away). Their fries are crisp, appetizers mouth watering (grab the pimento cheese/goat cheese concoction), and entrees mind blowing. Oh, and to top it off they have an extensive whiskey selection and they're reasonably priced. They stay pretty busy but they have an app that will text you when your table is ready. Go grab a drink at Scruffy City Hall across the square and wait for your table, it's worth it."
stock-and-barrel-knoxville,Dale R.,"Charlotte, NC",8/7/2014,4.0,Read a review they had great burgers. I don't know abut great but pretty good for sure. Mostly a whiskey bar as the beer selection was low. Down in the market area so you can walk around afterwards and sit outside and listen to some music.
stock-and-barrel-knoxville,Kate N.,"Santa Monica, CA",9/3/2016,5.0,"Delicious burgers and tomato salad! Very tasty, chill bar/restaurant with nice, friendly staff. If I lived here, I would absolutely be a regular!"
stock-and-barrel-knoxville,Joseph M.,"Crystal Lake, IL",1/2/2017,5.0,"Came here twice when I was in town for a few nights on my brother in laws recommendation as the Best Burger in Knoxville.  well he was right, it was one of the best burgers I've had at a restaurant in a very long time.. And our bartender was great and had me try several new Bourbons I had not had before..  Great place, needs to be a little bigger.."
stock-and-barrel-knoxville,Cristina A.,"Miami, FL",12/31/2014,5.0,Everything we had was delicious! My favorites were the fired green tomatoes and the fried pickles! They have a lot of bourbon to choose from! Very cool place! Oh and the smores milkshake was amazing!!
stock-and-barrel-knoxville,Kevin N.,"Knoxville, TN",7/31/2015,5.0,"Wow, this place is awesome!  The food is very good - some of the best hamburgers you will ever have.  The wait during peak times can be a bit much but there is plenty to do in market square while you wait.  Highly recommended."
stock-and-barrel-knoxville,Summer S.,"Knoxville, TN",7/29/2015,4.0,"You cannot get a better burger in Knoxville. Actually, you probably can't get a better burger anywhere.  The Hurt Locker is one of my favorites.  The fries are good too! Go here. Right now."
stock-and-barrel-knoxville,Pat H.,"Clinton, TN",9/27/2015,5.0,"Best burgers in Knoxville!  On the weekends (because it's not on the menu), ask for the elk burger (medium rare, of course) with duck confit fries!  The burger comes with havarti cheese and sautéed mushrooms. The duck fat fries are served with garlic aioli - and they are scrumptious!  The ""Greek "" lamb burger is another favorite. It's served with tzatziki and feta cheese. Absolutely delicious. This place is a regular stop!"
stock-and-barrel-knoxville,Joshua B.,"Waco, TX",8/20/2014,4.0,Upscale burger place in downtown Knoxville. Burgers are great and the duck fries are amazing. They have lots of different burgers to choose from so if you are an adventurous eater this place is for you!
stock-and-barrel-knoxville,April S.,"Sweetwater, TN",8/24/2013,2.0,"Let's start with this was opening night so I understand there is a learning curve. I want to start with the positives: 1) large selection of whiskey 2) fries were good Now that's out of the way...While our server was very nice, she was extremely unknowledgeable about the menu and whiskey. I asked about a burger that was online (Mexican) which was not on the menu handed to us. She said she'd ask about that. She came back and said it was the same as the Ring of Fire. I showed her online that it CLEARLY was not the same burger, completely different toppings. She shrugged & said she didn't know then. Hmmm...ok...well then. Thanks for putting in that extra effort to find out why. Next we ordered drinks. Which basically took forever. I finally got my drink & then my husband was told they were out of Sazerac. So he ordered a Manhattan with Bullet. She question him about what Bullet, she asked HIM, umm do we have Bullet? He said, well it is on your menu. She said she would go check. We ordered a water. Let's move on. We had ordered fried pickle appetizer. While they were good, um the smallest order of fried pickles ever. Barely enough for four people to have 2 small pickles each. After about 45 min we finally get our food. My husband still does not have his drink nor do we have our water. I ordered the mushroom burger. Ummm. It was awful. So much horseraddish my eyes were watering. I get a mushroom burger at every burger place we visit and I've never had one with horseradish. And it clearly does not belong with mushroom and Swiss. Mayo mayo mayo. I scrapped it off and put ketchup on it. It wouldn't have mattered anyway because the buns were too soggy to eat on ALL our bugers. Gross. Now let's talk about my meat. I eat my steaks basically mooing. My burger was so raw that I almost couldn't eat it. Maybe I should have sent it back but I was starving & I did not want to wait any longer. I prayed I didn't get sick. My parents ordered theirs well done & still was wayyyy pink. I happened to notice the table beside of us & theirs was slightly pink. I leaned over and asked them if they ordered theirs well done & they said no, it just came that way. Then I was really worried about mine. I was almost done & showed them & they gasped in horror. Yep. I just put it to the side & finished my fries. Finally my husband gets his drink & I get my water. And we get the bill. She asked how we liked it. None if us at the table said anything & she just bubbly haha-ed it off & said she'd be back for payment. I felt bad for because she was really nice but it doesn't make up for the fact that she did not know anything about what she was serving & we got our drinks after we were almost finished. She kept blaming it on the bar, but ummm what about that water I ordered? Not sure if we will be back. It has the right idea (like Urban Stack in Chattanooga - which we love) but poor execution."
stock-and-barrel-knoxville,Stacie O.,"Lewis Center, OH",8/2/2017,5.0,Very good food. They have a great bar too. Don't pay your bill and change your mind because you will never see the waiter again.  After I didn't see my waiter I tried to go to bar and bartender INSISTED I order through the waiter which seemed not so customer friendly.
